round,epoch,train_loss,train_dice,train_iou,train_acc,val_loss,val_dice,val_iou,val_acc,best_epoch
1,1,0.8088444322347641,0.0720539369478339,0.037502655510170055,0.6924432508680556,5.2549920082092285,0.035990687389704144,0.018325110353916898,0.21284288194444445,
1,2,0.7241990715265274,0.14068025939042061,0.07577798952273428,0.9142342664930556,1.3376014232635498,0.03608220367692847,0.01837256312075947,0.5615993923611111,
1,3,0.6727251410484314,0.130327888300553,0.07054930818546959,0.958106662326389,0.7022851705551147,5.681333977216237e-05,2.8407476847898303e-05,0.9236089409722222,
1,4,0.6333598494529724,0.19276879547150438,0.10726061690854288,0.9566526692708333,0.6456699967384338,0.0,0.0,0.9514279513888889,
1,5,0.6066821664571762,0.17382066005947033,0.09794568916652249,0.9542661675347223,0.6275806427001953,0.06432770718754707,0.033232746796246965,0.8929296875,
1,6,0.5733208060264587,0.37858886230913524,0.2380499221638968,0.9730843098958334,0.5672680139541626,0.09650623014891704,0.05069952509299102,0.9839496527777778,x
2,1,0.5341735333204269,0.16376570899394166,0.104643200635174,0.9414001736111111,0.5604107975959778,0.007055710715850278,0.003540345183650184,0.9853407118055556,
2,2,0.4999426081776619,0.1821830069847829,0.10605479175074808,0.9775550130208334,0.5213778018951416,0.0,0.0,0.9853059895833334,
2,3,0.4568132013082504,0.3579104701643592,0.2300485059977922,0.9703052300347222,0.502186119556427,0.009700176366828777,0.004873726185194397,0.9853776041666666,
2,4,0.40005483478307724,0.4878668150922233,0.32616589683060687,0.9708912760416666,0.4388634264469147,0.4053902302072932,0.254225352112318,0.9885091145833333,x
2,5,0.3286495730280876,0.6303977671572265,0.47215525528032465,0.9825024956597223,0.4688262641429901,0.27286172048277935,0.1579848722703611,0.9871961805555556,
2,6,0.30065322667360306,0.6397158683669583,0.4812529271074774,0.9820530598958334,0.3986137807369232,0.4026730777065308,0.25209183673456526,0.9681879340277778,
